CityEconomy,RecoverTime,Loss,CommunicationMethod,SuspectEducation,SuspectAbility,SuspectAge,SuspectGender,SuspectOccupation,SpecialDate
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,offlineCommunication,college,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,masterDegree,Medium,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Female,Manufacturing,Short
ThirdTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Medium
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Low0To100,offlineCommunication,vocationalCollege,Medium,Adult50To60,Female,PublicInstitutionStaff,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
SecondTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,HeadsofEnterprises,Short
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Female,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult40To50,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Manufacturing,Long
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,primarySchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult40To50,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Female,HeadsofEnterprises,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Manufacturing,Short
SecondTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult50To60,Female,SocialProductionLifeService,Short
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Female,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult60To70,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ThirdTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious100kTo1000k,legalOnline,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
SecondTier,Medium,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious100kTo1000k,financialExchange,middleSchool,Medium,Adult50To60,Female,Manufacturing,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,masterDegree,Medium,Adult20To30,Male,ProfessionalTechnical,Long
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Female,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult50To60,Female,SocialProductionLifeService,Long
FirstTier,Short,Medium100To1k,financialExchange,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Serious10kTo100k,offlineCommunication,primarySchool,Medium,Adult50To60,Male,SocialProductionLifeService,Long
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult60To70,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
SecondTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
ThirdTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult20To30,Male,SocialProductionLifeService,Medium
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
SecondTier,Medium,Medium100To1k,offlineCommunication,primarySchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult20To30,Male,HeadsofPartyStateOrgans,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium100To1k,offlineCommunication,primarySchool,Medium,Adult20To30,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Long
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult20To30,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
FirstTier,Short,Low0To100,financialExchange,college,Medium,Adult20To30,Male,SocialProductionLifeService,Short
SecondTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Long
SecondTier,Medium,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,SocialProductionLifeService,Long
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Low0To100,offlineCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Medium
SecondTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Manufacturing,Short
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
Developed,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult50To60,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Medium,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,HeadsofEnterprises,Long
ModeratelyDeveloped,Short,Serious10kTo100k,legalOnline,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Female,SocialProductionLifeService,Long
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
Developed,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult60To70,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
Developed,Short,Serious100kTo1000k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
Developed,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Medium,Adult40To50,Male,AgricultureForestryAnimalHusbandryFisheryWorkers,Short
ThirdTier,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult50To60,Male,Manufacturing,Short
SecondTier,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Female,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Teenagers,Male,SocialProductionLifeService,Long
Developed,Short,Serious10kTo100k,illegalOnline,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Long
Developed,Short,Low0To100,offlineCommunication,majorCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Medium,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Short
Developed,Medium,Low0To100,financialExchange,middleSchool,Medium,Adult30To40,Female,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Long
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult50To60,Female,SocialProductionLifeService,Short
Developed,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Manufacturing,Short
Developed,Short,Low0To100,offlineCommunication,majorCollege,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,highSchool,Medium,Adult50To60,Male,SocialProductionLifeService,Medium
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,legalOnline,middleSchool,Medium,Adult20To30,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,HeadsofEnterprises,Short
SecondTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,HeadsofEnterprises,Short
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,primarySchool,Low,Adult30To40,Male,SocialProductionLifeService,Short
FirstTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,SocialProductionLifeService,Short
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult40To50,Male,SocialProductionLifeService,Short
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,SocialProductionLifeService,Short
ThirdTier,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult30To40,Female,SocialProductionLifeService,Short
ThirdTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Manufacturing,Short
