CityEconomy,RecoverTime,Loss,CommunicationMethod,VictimEducation,VictimIncome,VictimAge,VictimSex,SpecialDate,VictimOccupation
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult50To60,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Medium,SocialProductionLifeService
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
SecondTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Long,Serious100kTo1000k,offlineCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
Developed,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult50To60,Female,Short,SocialProductionLifeService
SecondTier,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Short,HeadsofEnterprises
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult40To50,Male,Short,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult40To50,Male,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium100To1k,offlineCommunication,college,Medium,Adult30To40,Female,Long,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,financialExchange,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,SeriousGreaterThan10000k,offlineCommunication,majorCollege,Medium,Adult50To60,Male,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult40To50,Female,Short,ProfessionalTechnical
SecondTier,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult50To60,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,illegalOnline,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,financialExchange,middleSchool,Low,Adult30To40,Male,Medium,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,financialExchange,highSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Low,Adult30To40,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult50To60,Female,Short,HeadsofPartyStateOrgans
Developed,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Medium,Medium100To1k,traditionalTelephoneCommunication,noEducationExperience,Low,Adult50To60,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
Developed,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Female,Short,ProfessionalTechnical
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,Medium,SocialProductionLifeService
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,High,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Medium,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Low,Adult20To30,Male,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,financialExchange,primarySchool,Low,Adult50To60,Male,Long,Manufacturing
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Low,Adult30To40,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Serious10kTo100k,illegalOnline,primarySchool,Low,Adult30To40,Male,Short,Manufacturing
Developed,Short,Serious100kTo1000k,financialExchange,primarySchool,Low,Adult50To60,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult40To50,Female,Short,HeadsofEnterprises
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,ProfessionalTechnical
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult30To40,Male,Long,HeadsofEnterprises
Developed,Short,Medium100To1k,offlineCommunication,primarySchool,Low,Adult40To50,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,highSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,financialExchange,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,majorCollege,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,primarySchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Long,Serious10kTo100k,offlineCommunication,noEducationExperience,Low,Adult40To50,Female,Long,Clerical
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,primarySchool,Low,Adult40To50,Male,Short,Manufacturing
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Low,Adult50To60,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult50To60,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Low0To100,offlineCommunication,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,Short,ProfessionalTechnical
ThirdTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,legalOnlineAbroad,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Medium,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,High,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult40To50,Male,Short,CulturalProfessionals
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult40To50,Male,Short,Manufacturing
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
SecondTier,Short,Low0To100,offlineCommunication,middleSchool,Medium,Teenagers,Male,Short,Manufacturing
SecondTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,financialExchange,middleSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,financialExchange,middleSchool,Medium,Adult40To50,Male,Short,HeadsofEnterprises
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,Manufacturing
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Female,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
SecondTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Low,Adult30To40,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Female,Short,ProfessionalTechnical
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Female,Long,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Female,Short,Student
ThirdTier,Short,Serious100kTo1000k,offlineCommunication,primarySchool,Low,Adult30To40,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
SecondTier,Short,Low0To100,offlineCommunication,vocationalCollege,Medium,Adult30To40,Female,Long,SocialProductionLifeService
Developed,Short,SeriousGreaterThan10000k,offlineCommunication,college,Medium,Adult30To40,Female,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Medium,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,highSchool,Medium,Adult30To40,Male,Long,Manufacturing
FirstTier,Long,Serious100kTo1000k,offlineCommunication,majorCollege,Low,Adult30To40,Male,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
Developed,Short,Low0To100,traditionalTelephoneCommunication,highSchool,Medium,Adult60To70,Male,Medium,SocialProductionLifeService
Developed,Medium,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
Developed,Short,SeriousGreaterThan10000k,financialExchange,college,Medium,Adult50To60,Female,Short,ProfessionalTechnical
Developed,Short,Low0To100,financialExchange,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ThirdTier,Short,Serious100kTo1000k,illegalOnline,college,Medium,Adult20To30,Male,Long,Manufacturing
SecondTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Female,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Female,Medium,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult30To40,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,financialExchange,college,Medium,Adult50To60,Female,Long,SocialProductionLifeService
SecondTier,Short,Serious100kTo1000k,offlineCommunication,primarySchool,Low,Adult50To60,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
Developed,Short,Low0To100,offlineCommunication,college,Medium,Adult50To60,Male,Short,Manufacturing
Developed,Short,Serious10kTo100k,financialExchange,middleSchool,Medium,Adult50To60,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,masterDegree,Medium,Adult30To40,Female,Long,SocialProductionLifeService
